doc_id,doc__title,"{activ, school, health}","{air, pollut, qualiti}","{bicycl, cycl, cyclist}","{brt, bus, system}","{bus, servic, oper}","{climat, chang, mitig}","{develop, sustain, plan}","{emiss, carbon, ghg}","{energi, build, consumpt}","{green, build, roof}","{heat, thermal, comfort}","{model, network, optim}","{park, space, price}","{polici, instrument, effect}","{price, congest, road}","{recycl, household, collect}","{toll, lane, link}","{transit, rail, station}","{transport, public, access}","{travel, mode, choic}","{treatment, wastewat, plant}","{urban, land, citi}","{vehicl, electr, charg}","{wast, manag, solid}","{water, heat, suppli}"
WOS:000073638000002,Refuse or secondary raw materials? Criteria for qualifying recovered material for marketing,0.0,0.0,0.0,0.0,0.0,0.0,0.0193777386744562,0.00203922672093149,0.0,0.0,0.0,0.0020725680133404,0.0,0.0,0.00243431590783583,0.0280421016606677,0.0,0.0,0.0,0.0,0.0152491960237027,0.0,0.0,0.0545943490727504,0.0
WOS:000073789300003,Energy conservation of residential buildings in Beirut,0.0,0.00608273431171101,0.0,0.0,0.0,0.0,0.00615506351263673,0.00329204567929697,0.0815599549703715,0.0,0.00465353662871083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOS:000073867100002,Quality of service guarantees and charging in multiservice networks,0.0,0.0,0.0,0.0,0.0263885707072202,0.0,0.00603586524938239,0.0,0.0,0.0,0.0,0.0181017242806039,0.0,0.0,0.0833209282804551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0224112338195734,0.0,0.0
WOS:000074065200018,Water quality concerns and regulatory controls for nonstorm water discharges to storm drains,0.0,0.012612837558699,0.0,0.0,0.0,0.0,0.0176759851885779,0.0,0.0,0.0,0.0,0.0031237541438071,0.0,0.0110245017268903,0.0,0.0,0.0,0.0,0.0,0.0,0.0300245797166972,0.0,0.0,0.00554269952894796,0.0466212312190533
WOS:000074183900001,Sustainable transport: the role of the bus in the post-competitive market,0.0,0.0,0.0,0.0,0.0819735023396841,0.00538387986265451,0.0210506955015285,0.0,0.0,0.0,0.0,0.0119874986459488,0.0,0.00371528126101184,0.015262870851993,0.0,0.0,0.0,0.0204843978520018,0.0104351246325712,0.0,0.0,0.00125066385434609,0.0,0.0
WOS:000074183900003,Rail freight efficiency and competitiveness in Australia,0.0,0.0,0.0,0.0,0.0111501106656128,0.0,0.0171123845847278,0.00230328001160366,0.00816283778179085,0.0,0.0,0.0,0.0,0.00410581338896928,0.00533539990145777,0.0,0.0,0.0156300830555051,0.00719516234691324,0.0,0.00142533709414248,0.0,0.00193618214746834,0.0,0.0
WOS:000074209200004,The behavior of inorganic material in biomass-fired power boilers: field and laboratory experiences,0.0,0.00366156124454197,0.0,0.0,0.0,0.0,0.0217325945547427,0.00415741658969036,0.00690497663154095,0.0,0.0115618045452296,0.00119326428655951,0.0,0.0,0.0,0.00199446993715345,0.0,0.0,0.0,0.00257309086839157,0.0325033456991101,0.00341591492281646,0.0107055459199869,0.00144629937003628,0.0
WOS:000074290900004,"Medical waste treatment and disposal methods used by hospitals in Oregon, Washington, and Idaho",0.00246987250150444,0.0034929663744221,0.0,0.0,0.0,0.0,0.00185888738179593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00120003720443605,0.00152417412691168,0.0227524453097735,0.0,0.0,0.0770858923227933,0.0
WOS:000074290900006,Systematic evaluation and uncertainty analysis of the refuse-derived fuel process in Taiwan,0.0,0.0053124306324769,0.0,0.0,0.0,0.0,0.0266003881220302,0.0,0.0,0.0,0.0,0.00916023055952046,0.0,0.0,0.0,0.0340524774042392,0.0,0.0,0.0,0.0,0.00949767287898968,0.0,0.0,0.0581981899795915,0.0
WOS:000074338200007,Switchable glazing with a large dynamic range in total solar energy transmittance (TSET),0.00346457616235608,0.0,0.0,0.0,0.0,0.0,0.0133056980312987,0.0,0.0270877239661513,0.0,0.0395377681529697,0.0129950340088296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00467104923338794,0.0079072857063262,0.00142502455066551,0.0,0.0,0.0
WOS:000074494500010,Barriers to care among persons living with HIV/AIDS in urban and rural areas,0.0447067710726918,0.0,0.0,0.0,0.0163388422925557,0.0,0.0232862751508119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036275899349744,0.00539838450333157,0.0,0.00922964065786853,0.0,0.0,0.0
WOS:000074499600009,An assessment of the cost of recycling household waste in Britain and Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.00320063565880614,0.0,0.0,0.0,0.0,0.0207114606376676,0.0,0.0,0.00294144410637524,0.0473319097543466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019997544043996,0.0
WOS:000074500900003,Effective tools toward electrical energy conservation in Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0039036958742087,0.0,0.0867262343833601,0.0,0.0,0.0,0.0,0.0213709634700185,0.0,0.0,0.0,0.0,0.0016065222953789,0.0,0.0,0.0,0.0221776832702415,0.0,0.0
WOS:000074547800002,"Departure time, route choice and congestion toll in a queuing network with elastic demand",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0808400824752709,0.0,0.0,0.0226054818512598,0.0,0.0276403188471898,0.0,0.0,0.0225054874362727,0.00398539963144427,0.0,0.0,0.0,0.0
WOS:000074642400005,The value of automobile travel time: implications for congestion policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109631128585606,0.0,0.0,0.0,0.0,0.00821784540594397,0.031072070272775,0.0,0.0964919388798379,0.0,0.0,0.079868614992849,0.0,0.0,0.0,0.0,0.0
WOS:000074875800005,How the past matters: North American cities in the twentieth century,0.0,0.0,0.0,0.0,0.0,0.0,0.0324474435226161,0.0,0.0,0.0,0.0,0.0,0.0,0.0029308396543346,0.0,0.0,0.0,0.00705584406888092,0.0,0.0,0.0,0.0332199257124636,0.0,0.0,0.0
WOS:000075105700006,Cool communities: strategies for heat island mitigation and smog reduction,0.0,0.0340788443595025,0.0,0.0,0.0,0.0,0.0113611963479494,0.00212008040969199,0.00993664217750947,0.00570692268245472,0.0378168671708596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00372951489892117,0.0,0.0,0.0
WOS:000075202200003,Dynamic congestion pricing models for general traffic networks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0759387151619779,0.0,0.0,0.034951718730276,0.0,0.0481758975575525,0.0,0.0,0.0306433043111125,0.0,0.0,0.0,0.0,0.0
WOS:000075250000008,Blood lead levels of traffic- and gasoline-exposed professionals in the city of Athens,0.0120212134624937,0.0105435422084941,0.0,0.0,0.00983901118226168,0.0,0.00560408838235187,0.00251100976859686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00521430480468808,0.0,0.0,0.00226166045267962,0.0,0.0
WOS:000075276100006,The economics of household waste management: a review,0.0,0.0,0.0,0.0,0.0,0.0,0.0179871344100985,0.0,0.0,0.0,0.0,0.00292628746483684,0.0,0.0466015329014475,0.00875707592782308,0.016425280563627,0.0,0.0,0.0,0.0,0.0,0.0,0.0105952185190397,0.0643609697470987,0.0
WOS:000075323900004,Urban sustainability: problems facing the 'local' approach to carbon-reduction strategies,0.0,0.0,0.0,0.0,0.0,0.0,0.038777596772794,0.0208185302079464,0.0248445313343784,0.0,0.0,0.0,0.0,0.029427340496841,0.0,0.0,0.0,0.00734986659278912,0.0,0.0,0.0,0.0336244676963642,0.0,0.0,0.0
WOS:000075549600001,Analysis of travel mode and departure time choice for urban shopping trips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203666687101134,0.0,0.00283648936236854,0.0,0.0,0.0,0.0,0.0,0.103021943229858,0.0,0.0101899218308316,0.0,0.0,0.0
WOS:000075727000010,Determinants of lighting quality I: State of the science,0.00221647030570075,0.00994684102180786,0.0,0.0,0.0,0.0,0.0317792912965433,0.0,0.0179743606075633,0.0,0.0106154070914928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00559069625828952,0.0,0.0,0.0,0.0,0.0
WOS:000075727000011,"Lighting quality and energy-efficiency effects on task performance, mood, health, satisfaction, and comfort",0.00804143148663148,0.00809171776108129,0.0,0.0,0.0,0.0,0.0128172734419472,0.0,0.0129195732601684,0.0,0.0181510943623858,0.00928326811294788,0.0,0.0,0.0,0.0,0.0,0.00154124147651783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOS:000075837300025,"Bacterial removal of nitrate, nitrite and sulphate in wastewater",0.00474105851164046,0.0134360857921895,0.0,0.0,0.0,0.0,0.00239416909204613,0.0,0.0,0.0,0.0,0.00104047847638054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00105036792690944,0.0875782688204381,0.0,0.0,0.0,0.0698675256950798
WOS:000076030200002,Technical characteristics and efficiency of urban bus companies: The case of Spain,0.00228252016664126,0.0,0.0,0.0,0.0178302545881596,0.00659940589256639,0.0201719929322748,0.0,0.00796944874807666,0.0,0.0,0.0256326272256205,0.0,0.0045272899048778,0.00877610804898432,0.0,0.0,0.0,0.00463104868572948,0.00755151829536206,0.00503387981417895,0.0191636654798413,0.0,0.0,0.0
WOS:000076030700001,The comparison and ranking of policies for abating mobile-source emissions,0.00555243527487138,0.03418957366633,0.0,0.0,0.0,0.0,0.00590028696786615,0.0431726697968871,0.0,0.0,0.0,0.00297226458193901,0.0,0.055254187427507,0.00432874581315621,0.0,0.0,0.00672858150983969,0.0,0.0111097148922302,0.0,0.0,0.0449855477525421,0.0,0.0
WOS:000076107000005,CO2 mitigation cost - Bioenergy systems and natural gas systems with decarbonization,0.0,0.0,0.0,0.00247055138473121,0.00217009667216444,0.00881233097725278,0.00984938550034215,0.0153645974612352,0.0057987663325451,0.0,0.00612685180531583,0.0142789236939486,0.0,0.0,0.00333085255027494,0.0,0.0,0.00366908539769801,0.00265705141515969,0.0,0.0451927054593267,0.0,0.00978524157386767,0.0170993180363607,0.0351306971144763
WOS:000076128500002,Evaluation of municipal solid waste composting kinetics,0.00276656258567066,0.0,0.0,0.0,0.0,0.0,0.00143863830552037,0.00180178288094511,0.0,0.0,0.00818743382666216,0.00536137312254527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0701766163520673,0.0,0.0,0.0367627117460141,0.0
WOS:000076221500005,Rate of return regulation and rate base valuation,0.0,0.00341954538808177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001234509167055,0.00683698655802018,0.0126669147860985,0.0,0.00719918125917143,0.0198819096838497,0.0,0.0,0.0,0.0,0.0129609656800588,0.00720671368619498,0.0177532734040084,0.0,0.0,0.0
WOS:000076472900008,Elaboration of global quality standards for natural and low energy cooling in French tropical island buildings,0.0,0.0,0.0,0.0,0.0,0.0,0.0140460269495071,0.0,0.0164528663138741,0.0,0.0812565742566801,0.00662008396058071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00387643944214405,0.00563288271348335,0.0,0.0
WOS:000076614500006,Regional cooperation and sustainable growth: Nine councils of government in northeastern Illinois,0.0,0.0,0.0,0.0,0.0,0.00437745933670281,0.0397370528148939,0.0,0.0,0.0,0.0,0.0,0.0,0.00763631644841949,0.0,0.0,0.0,0.0,0.00797475378011287,0.0,0.0,0.0101911852308329,0.0,0.0128497847775146,0.0
WOS:000076667600003,Development and implementation of producer responsibility recycling system,0.0,0.0,0.0,0.0,0.0,0.0,0.0085312083479405,0.0,0.0,0.0,0.0,0.0043800380924335,0.0,0.0,0.0,0.0788413555512923,0.0,0.0,0.0,0.0,0.00628445604685208,0.0,0.00950040076491926,0.0223833928402456,0.0
WOS:000077082000002,The residential space heating problem in Lithuania,0.0,0.00269449178330146,0.0,0.0,0.0,0.0,0.00939334861069477,0.00413822681519798,0.0294091345445578,0.0,0.0850187005591624,0.0,0.0,0.0,0.00490658873048622,0.00145170736173992,0.0,0.0,0.0,0.0,0.0,0.00117852653753638,0.0,0.0,0.00871551534680734
WOS:000077082000007,"Energy efficiency and renewable energy in Russia - Transaction barriers, market intermediation, and capacity building",0.0,0.0,0.0,0.0,0.0101328712544134,0.0,0.0350860575193892,0.0,0.0355725606590953,0.0,0.0,0.0,0.0,0.0141338502189123,0.00534929836826321,0.0,0.0,0.00104925846178502,0.0,0.0,0.0,0.0,0.00109644617653152,0.0,0.00151134269589036
WOS:000077138000003,Efficient congestion tolls in the presence of unpriced congestion: A peak and off-peak simulation model,0.0,0.0,0.00338258593964903,0.0,0.00125932305497796,0.0,0.0016063643646568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0580620573740496,0.0,0.156188848668553,0.0,0.00282983960389481,0.0,0.0,0.00540628978611741,0.0,0.0,0.0
WOS:000077198500002,Transportation and environment in Xiamen,0.0,0.0459244377728662,0.0,0.0,0.0,0.0,0.0224744145582238,0.0,0.0,0.0,0.0,0.0,0.0128604784063384,0.0136807210391302,0.012646151383078,0.0,0.0,0.0,0.0268475681176962,0.0,0.0,0.0,0.0,0.0,0.0
WOS:000077198500004,Public transportation access,0.0,0.00525435390683737,0.0,0.0,0.0,0.0,0.026333374864483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0518182787952478,0.0,0.0,0.0413355762932122,0.0,0.0,0.0
WOS:000077345800007,"""Appropriate technology"" for pollution control in corrugated board industry - The Portuguese case",0.0,0.0208384610773081,0.0,0.0,0.0,0.0,0.0298785013226578,0.00611327990994265,0.0,0.0,0.0,0.015670158125297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00183780787030731,0.0,0.0,0.0286675154171694,0.104079455630564
WOS:000077530300026,Coagulation of polymeric wastewater discharged by a chemical factory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165263585861382,0.0,0.0,0.0,0.0
WOS:000077582200003,A model of urban transport management,0.00200929135272721,0.0,0.0,0.0,0.00459610644453281,0.0,0.00130826939404895,0.0,0.0,0.0,0.0,0.0361213820636686,0.0,0.00311596210653896,0.0414957985942484,0.0,0.0,0.051572583855064,0.0596552987372442,0.0,0.0,0.00858701400185347,0.0,0.00865518255884735,0.0
WOS:000077628900009,Towards sustainable development for the Murmansk region,0.0,0.00519424006320053,0.0,0.0,0.0,0.0,0.0785489170132198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510103541931602,0.0,0.0145440919157793,0.00662229391743816
WOS:000077638200006,Making a difference: Sociology of scientific knowledge and urban energy policies,0.0,0.0,0.0,0.0,0.0,0.0,0.0456325786799967,0.0,0.0,0.00219727504518212,0.0,0.0,0.0,0.00397165870704598,0.002255872070514,0.0,0.0,0.0,0.0,0.0,0.0,0.00449428425105386,0.00123963225042638,0.0,0.00100731075791796
WOS:000077893200092,Transport and the environment: the contribution of national and local policies,0.0,0.0,0.0083248648707027,0.0,0.0,0.0,0.0,0.0513336244068338,0.00177162133229136,0.0,0.0,0.0,0.0383861331480768,0.0835420457822364,0.0,0.0,0.0,0.0,0.0440442820452748,0.0,0.0,0.00540514217927045,0.0206607931220897,0.0,0.0
WOS:000077930800009,"Characterization, decontamination and health effects of fly ash from waste incinerators",0.00600619281715697,0.00599632917008781,0.0,0.0,0.0,0.0,0.0227612879769633,0.0,0.00873657102190883,0.0,0.0125274868335728,0.00267239101260478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020458400105502,0.0425742489226983,0.0,0.0,0.00742672056156704,0.0
WOS:000077959100003,The future place of recycling in household waste policy: the case of France,0.0,0.0,0.0,0.0,0.0,0.0,0.0170674094876386,0.0,0.00421102431944608,0.0,0.0,0.0,0.0,0.0435994057996786,0.0,0.0784407213547645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267735349055725,0.0
WOS:000077959100008,"Public involvement in solid waste management in Himalayan trails in and around the Valley of Flowers, India",0.0101403481416631,0.0,0.0,0.0,0.0,0.0,0.0191430135205404,0.0,0.0,0.0,0.0,0.0,0.00973709259893231,0.0,0.0,0.00685512899876183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0723903596836674,0.0
WOS:000078077900006,Transit-oriented development in San Diego County - The incremental implementation of a planning idea,0.0,0.0,0.0,0.0,0.0,0.0,0.0352331697874319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178819506555891,0.0,0.0,0.0,0.00140370976225186,0.0,0.0,0.0
WOS:000078084200003,Economic analysis of packaging waste reduction,0.0,0.00812341055616626,0.0,0.0,0.0,0.0,0.0,0.0065318831516155,0.00235769672066036,0.0,0.0,0.0,0.0,0.0127966579380825,0.00109383053437548,0.0572417040561848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488854920180076,0.0
