Id,Label,timeset,description,url,cluster,weight<links>,weight<total_link_strength>,weight<citations>,weight<norm._citations>,score<pub._year>,score<citations>,score<norm._citations>
64,de vries (2013),,"<table><tr><td>Authors:</td><td>de vries, j; evers, d</td></tr><tr><td>Title:</td><td>explaining governance in five mega-city regions: rethinking the role of hierarchy and government</td></tr><tr><td>Source:</td><td>european planning studies, 21(4), 536-555</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1080/09654313.2012.722944,4,82,102,5,0.4246,2013,5,0.4246
71,pierce (2013),,"<table><tr><td>Authors:</td><td>pierce, g; shoup, d</td></tr><tr><td>Title:</td><td>getting the prices right: an evaluation of pricing parking by demand in san francisco</td></tr><tr><td>Source:</td><td>journal of the american planning association, 79(1), 67-81</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1080/01944363.2013.787307,7,68,90,51,4.3307,2013,51,4.3307
78,broto (2013),,"<table><tr><td>Authors:</td><td>broto, vc; bulkeley, h</td></tr><tr><td>Title:</td><td>a survey of urban climate change experiments in 100 cities</td></tr><tr><td>Source:</td><td>global environmental change-human and policy dimensions, 23(1), 92-102</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.gloenvcha.2012.07.005,4,160,342,101,8.5765,2013,101,8.5765
82,guivarch (2013),,"<table><tr><td>Authors:</td><td>guivarch, c; lecocq, f; waisman, hd</td></tr><tr><td>Title:</td><td>the transportation sector and low-carbon growth pathways: modelling urban, infrastructure, and spatial determinants of mobility</td></tr><tr><td>Source:</td><td>climate policy, 13, 106-129</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1080/14693062.2012.735916,3,184,275,17,1.4436,2013,17,1.4436
86,lu (2013),,"<table><tr><td>Authors:</td><td>lu, cc; mahmassani, hs; zhang, kl</td></tr><tr><td>Title:</td><td>dynamic pricing, heterogeneous users and perception error: probit-based bi-criterion dynamic stochastic user equilibrium assignment</td></tr><tr><td>Source:</td><td>transportation research part c-emerging technologies, 27, 189-204</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.trc.2012.05.001,2,71,110,15,1.2737,2013,15,1.2737
90,andersson (2013),,"<table><tr><td>Authors:</td><td>andersson, k; angelstam, p; annerstedt, m; axelsson, r; elbakidze, m; garrido, p; grahn, p; jonsson, ki; pedersen, s; schlyter, p; skarback, e; smith, m; stjernquist, i</td></tr><tr><td>Title:</td><td>solving problems in social-ecological systems: definition, practice and barriers of transdisciplinary research</td></tr><tr><td>Source:</td><td>ambio, 42(2), 254-265</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1007/s13280-012-0372-4,4,42,49,21,1.7832,2013,21,1.7832
94,chiu (2013),,"<table><tr><td>Authors:</td><td>chiu, yh; wey, wm</td></tr><tr><td>Title:</td><td>assessing the walkability of pedestrian environment under the transit-oriented development</td></tr><tr><td>Source:</td><td>habitat international, 38, 106-118</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.habitatint.2012.05.004,5,104,151,12,1.019,2013,12,1.019
95,fielding (2013),,"<table><tr><td>Authors:</td><td>fielding, ks; gardner, j; mccrea, r; russell, s; spinks, a; stewart, r</td></tr><tr><td>Title:</td><td>an experimental test of voluntary strategies to promote urban water demand management</td></tr><tr><td>Source:</td><td>journal of environmental management, 114, 343-351</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2012.10.027,1,52,105,47,3.991,2013,47,3.991
96,kamargianni (2013),,"<table><tr><td>Authors:</td><td>kamargianni, m; polydoropoulou, a</td></tr><tr><td>Title:</td><td>hybrid choice model to investigate effects of teenagers' attitudes toward walking and cycling on mode choice behavior</td></tr><tr><td>Source:</td><td>transportation research record, (2382), 151-161</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.3141/2382-17,7,138,176,16,1.3586,2013,16,1.3586
97,arintono (2013),,"<table><tr><td>Authors:</td><td>arintono, s; azari, ka; davoodi, sr; hamid, h</td></tr><tr><td>Title:</td><td>evaluation of demand for different trip purposes under various congestion pricing scenarios</td></tr><tr><td>Source:</td><td>journal of transport geography, 29, 43-51</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.jtrangeo.2013.01.001,7,185,337,11,0.9341,2013,11,0.9341
100,banerjee (2013),,"<table><tr><td>Authors:</td><td>banerjee, sn; dannenberg, al; freeland, al; wendel, am</td></tr><tr><td>Title:</td><td>walking associated with public transit: moving toward increased physical activity in the united states</td></tr><tr><td>Source:</td><td>american journal of public health, 103(3), 536-542</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.2105/ajph.2012.300912,5,52,73,30,2.5475,2013,30,2.5475
101,elbert (2013),,"<table><tr><td>Authors:</td><td>elbert, r; truschkin, e</td></tr><tr><td>Title:</td><td>horizontal transshipment technologies as enablers of combined transport: impact of transport policies on the modal split</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 49, 91-109</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2013.01.024,7,75,88,5,0.4246,2013,5,0.4246
104,abbott (2013),,"<table><tr><td>Authors:</td><td>abbott, a; nandeibam, s; o'shea, l</td></tr><tr><td>Title:</td><td>recycling: social norms and warm-glow revisited</td></tr><tr><td>Source:</td><td>ecological economics, 90, 10-18</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.ecolecon.2013.02.015,6,96,245,20,1.6983,2013,20,1.6983
105,liu (2013),,"<table><tr><td>Authors:</td><td>liu, w; lund, h; mathiesen, bv</td></tr><tr><td>Title:</td><td>modelling the transport system in china and evaluating the current strategies towards the sustainable transport development</td></tr><tr><td>Source:</td><td>energy policy, 58, 347-357</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2013.03.032,4,52,70,24,2.038,2013,24,2.038
108,akbar (2013),,"<table><tr><td>Authors:</td><td>akbar, s; dulal, hb</td></tr><tr><td>Title:</td><td>greenhouse gas emission reduction options for cities: finding the ",http://dx.doi.org/10.1016/j.habitatint.2012.05.001,3,118,155,17,1.4436,2013,17,1.4436
116,islam (2013),,"<table><tr><td>Authors:</td><td>islam, t; meade, n</td></tr><tr><td>Title:</td><td>the impact of attribute preferences on adoption timing: the case of photo-voltaic (pv) solar cells for household electricity generation</td></tr><tr><td>Source:</td><td>energy policy, 55, 521-530</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2012.12.041,1,57,101,21,1.7832,2013,21,1.7832
122,farahbakhsh (2013),,"<table><tr><td>Authors:</td><td>farahbakhsh, k; marshall, re</td></tr><tr><td>Title:</td><td>systems approaches to integrated solid waste management in developing countries</td></tr><tr><td>Source:</td><td>waste management, 33(4), 988-1003</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.wasman.2012.12.023,6,43,62,70,5.9441,2013,70,5.9441
130,liang (2013),,"<table><tr><td>Authors:</td><td>liang, s; li, ly; liu, z; wang, yf; zhao, hy</td></tr><tr><td>Title:</td><td>carbon dioxide emission drivers for a typical metropolis using input-output structural decomposition analysis</td></tr><tr><td>Source:</td><td>energy policy, 58, 312-318</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2013.03.022,4,69,115,58,4.9251,2013,58,4.9251
132,aspegren (2013),,"<table><tr><td>Authors:</td><td>aspegren, a; bernstad, a; jansen, jl</td></tr><tr><td>Title:</td><td>door-stepping as a strategy for improved food waste recycling behaviour evaluation of a full-scale experiment</td></tr><tr><td>Source:</td><td>resources conservation and recycling, 73, 94-103</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.resconrec.2012.12.012,6,79,138,18,1.5285,2013,18,1.5285
143,chandler (2013),,"<table><tr><td>Authors:</td><td>chandler, c; erickson, p; lazarus, m</td></tr><tr><td>Title:</td><td>a core framework and scenario for deep ghg reductions at the city scale</td></tr><tr><td>Source:</td><td>energy policy, 57, 563-574</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2013.02.031,4,121,172,9,0.7642,2013,9,0.7642
146,yi (2013),,"<table><tr><td>Authors:</td><td>yi, ht</td></tr><tr><td>Title:</td><td>clean energy policies and green jobs: an evaluation of green jobs in u.s. metropolitan areas</td></tr><tr><td>Source:</td><td>energy policy, 56, 644-652</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2013.01.034,4,53,97,30,2.5475,2013,30,2.5475
152,coleman (2013),,"<table><tr><td>Authors:</td><td>coleman, j; habib, kn; mahmoud, ms</td></tr><tr><td>Title:</td><td>effect of parking charges at transit stations on park-and-ride mode choice lessons learned from stated preference survey in greater vancouver, canada</td></tr><tr><td>Source:</td><td>transportation research record, (2351), 163-170</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.3141/2351-18,7,71,92,5,0.4246,2013,5,0.4246
154,hauge (2013),,"<table><tr><td>Authors:</td><td>hauge, al; lofstrom, e; thomsen, j</td></tr><tr><td>Title:</td><td>how to get residents/owners in housing cooperatives to agree on sustainable renovation</td></tr><tr><td>Source:</td><td>energy efficiency, 6(2), 315-328</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1007/s12053-012-9175-5,1,93,120,9,0.7642,2013,9,0.7642
157,madlener (2013),,"<table><tr><td>Authors:</td><td>madlener, r; michelsen, cc</td></tr><tr><td>Title:</td><td>motivational factors influencing the homeowners' decisions between residential heating systems: an empirical analysis for germany</td></tr><tr><td>Source:</td><td>energy policy, 57, 221-233</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2013.01.045,1,91,130,25,2.1229,2013,25,2.1229
159,azevedo (2013),,"<table><tr><td>Authors:</td><td>azevedo, il; thomas, ba</td></tr><tr><td>Title:</td><td>estimating direct and indirect rebound effects for us households with input-output analysis. part 2: simulation</td></tr><tr><td>Source:</td><td>ecological economics, 86, 188-198</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.ecolecon.2012.12.002,1,60,85,38,3.2268,2013,38,3.2268
160,beata (2013),,"<table><tr><td>Authors:</td><td>beata, a; manville, m; shoup, d</td></tr><tr><td>Title:</td><td>turning housing into driving: parking requirements and density in los angeles and new york</td></tr><tr><td>Source:</td><td>housing policy debate, 23(2), 350-375</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1080/10511482.2013.767851,7,130,151,11,0.9341,2013,11,0.9341
165,zvingilaite (2013),,"<table><tr><td>Authors:</td><td>zvingilaite, e</td></tr><tr><td>Title:</td><td>modelling energy savings in the danish building sector combined with internalisation of health related externalities in a heat and power system optimisation model</td></tr><tr><td>Source:</td><td>energy policy, 55, 57-72</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2012.09.056,1,41,53,10,0.8492,2013,10,0.8492
173,roth (2013),,"<table><tr><td>Authors:</td><td>roth, k; sachs, o; staake, t; tiefenbeck, v</td></tr><tr><td>Title:</td><td>for better or for worse? empirical evidence of moral licensing in a behavioral energy conservation campaign</td></tr><tr><td>Source:</td><td>energy policy, 57, 160-171</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2013.01.021,1,107,168,42,3.5664,2013,42,3.5664
180,de haes (2013),,"<table><tr><td>Authors:</td><td>de haes, j; dijk, m; montalvo, c</td></tr><tr><td>Title:</td><td>park-and-ride motivations and air quality norms in europe</td></tr><tr><td>Source:</td><td>journal of transport geography, 30, 149-160</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.jtrangeo.2013.04.008,7,63,84,6,0.5095,2013,6,0.5095
183,desousa (2013),,"<table><tr><td>Authors:</td><td>desousa, c; ogilvie, d; panter, j</td></tr><tr><td>Title:</td><td>incorporating walking or cycling into car journeys to and from work: the role of individual, workplace and environmental characteristics</td></tr><tr><td>Source:</td><td>preventive medicine, 56(3-4), 211-217</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.ypmed.2013.01.014,5,66,86,23,1.9531,2013,23,1.9531
193,maoh (2013),,"<table><tr><td>Authors:</td><td>maoh, h; potoglou, d; santos, g; von brunn, t</td></tr><tr><td>Title:</td><td>factors influencing modal split of commuting journeys in medium-size european cities</td></tr><tr><td>Source:</td><td>journal of transport geography, 30, 127-137</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.jtrangeo.2013.04.005,3,211,289,25,2.1229,2013,25,2.1229
200,figueroa (2013),,"<table><tr><td>Authors:</td><td>figueroa, mj; fulton, l; tiwari, g</td></tr><tr><td>Title:</td><td>avoiding, transforming, transitioning: pathways to sustainable low carbon passenger transport in developing countries</td></tr><tr><td>Source:</td><td>current opinion in environmental sustainability, 5(2), 184-190</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.cosust.2013.02.006,3,141,173,6,0.5095,2013,6,0.5095
206,ala-mantila (2013),,"<table><tr><td>Authors:</td><td>ala-mantila, s; heinonen, j; jalas, m; junnila, s; juntunen, jk</td></tr><tr><td>Title:</td><td>situated lifestyles: i. how lifestyles change along with the level of urbanization and what the greenhouse gas implications are-a study of finland</td></tr><tr><td>Source:</td><td>environmental research letters, 8(2)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/8/2/025003,4,178,311,29,2.4625,2013,29,2.4625
210,ceylan (2013),,"<table><tr><td>Authors:</td><td>ceylan, h; gulhan, g; ozuysal, m</td></tr><tr><td>Title:</td><td>impact of utility-based accessibility measures on urban public transportation planning: a case study of denizli, turkey</td></tr><tr><td>Source:</td><td>cities, 32, 102-112</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.cities.2013.04.001,3,41,68,10,0.8492,2013,10,0.8492
212,driessen (2013),,"<table><tr><td>Authors:</td><td>driessen, ppj; spit, tjm; van stigt, r</td></tr><tr><td>Title:</td><td>compact city development and the challenge of environmental policy integration: a multi-level governance perspective</td></tr><tr><td>Source:</td><td>environmental policy and governance, 23(4), 221-233</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1002/eet.1615,4,76,103,7,0.5944,2013,7,0.5944
213,indraganti (2013),,"<table><tr><td>Authors:</td><td>indraganti, m; ooka, r; rijal, hb</td></tr><tr><td>Title:</td><td>thermal comfort in offices in summer: findings from a field study under the 'setsuden' conditions in tokyo, japan</td></tr><tr><td>Source:</td><td>building and environment, 61, 114-132</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.buildenv.2012.12.008,1,42,70,22,1.8681,2013,22,1.8681
217,barr (2013),,"<table><tr><td>Authors:</td><td>barr, s; guilbert, s; metcalfe, a; riley, m; robinson, gm; tudor, tl</td></tr><tr><td>Title:</td><td>beyond recycling: an integrated approach for understanding municipal waste management</td></tr><tr><td>Source:</td><td>applied geography, 39, 67-77</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.apgeog.2012.11.006,1,107,147,13,1.1039,2013,13,1.1039
221,bae (2013),,"<table><tr><td>Authors:</td><td>bae, j; feiock, r</td></tr><tr><td>Title:</td><td>forms of government and climate change policies in us cities</td></tr><tr><td>Source:</td><td>urban studies, 50(4), 776-788</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1177/0042098012450481,4,62,95,25,2.1229,2013,25,2.1229
227,liu (2013),,"<table><tr><td>Authors:</td><td>liu, zy; meng, q; wang, sa</td></tr><tr><td>Title:</td><td>speed-based toll design for cordon-based congestion pricing scheme</td></tr><tr><td>Source:</td><td>transportation research part c-emerging technologies, 31, 83-98</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.trc.2013.02.012,2,194,459,28,2.3776,2013,28,2.3776
233,quist (2013),,"<table><tr><td>Authors:</td><td>quist, j; tukker, a</td></tr><tr><td>Title:</td><td>knowledge collaboration and learning for sustainable innovation and consumption: introduction to the erscp portion of this special volume</td></tr><tr><td>Source:</td><td>journal of cleaner production, 48, 167-175</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2013.03.051,4,52,70,11,0.9341,2013,11,0.9341
237,gutierrez-i-puigarnau (2013),,"<table><tr><td>Authors:</td><td>gutierrez-i-puigarnau, e; kobus, mbw; rietveld, p; van ommeren, jn</td></tr><tr><td>Title:</td><td>the on-street parking premium and car drivers' choice between street and garage parking</td></tr><tr><td>Source:</td><td>regional science and urban economics, 43(2), 395-403</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.regsciurbeco.2012.10.001,7,118,250,19,1.6134,2013,19,1.6134
240,ben-elia (2013),,"<table><tr><td>Authors:</td><td>ben-elia, e; ettema, d; tillema, t; van delden, j</td></tr><tr><td>Title:</td><td>charging versus rewarding: a comparison of road-pricing and rewarding peak avoidance in the netherlands</td></tr><tr><td>Source:</td><td>transport policy, 26, 4-14</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2012.01.003,2,238,409,8,0.6793,2013,8,0.6793
247,borjesson (2013),,"<table><tr><td>Authors:</td><td>borjesson, m; brundell-freij, k; eliasson, j; engelson, l; van amelsfort, d</td></tr><tr><td>Title:</td><td>accuracy of congestion pricing forecasts</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 52, 34-46</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2013.04.004,2,67,139,12,1.019,2013,12,1.019
253,jones (2013),,"<table><tr><td>Authors:</td><td>jones, s</td></tr><tr><td>Title:</td><td>climate change policies of city governments in federal systems: an analysis of vancouver, melbourne and new york city</td></tr><tr><td>Source:</td><td>regional studies, 47(6), 974-992</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1080/00343404.2011.585150,4,105,208,8,0.6793,2013,8,0.6793
254,ryan (2013),,"<table><tr><td>Authors:</td><td>ryan, c</td></tr><tr><td>Title:</td><td>eco-acupuncture: designing and facilitating pathways for urban transformation, for a resilient low-carbon future</td></tr><tr><td>Source:</td><td>journal of cleaner production, 50, 189-199</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2012.11.029,4,97,102,13,1.1039,2013,13,1.1039
255,de lara (2013),,"<table><tr><td>Authors:</td><td>de lara, m; de palma, a; kilani, m; piperno, s</td></tr><tr><td>Title:</td><td>congestion pricing and long term urban form: application to paris region</td></tr><tr><td>Source:</td><td>regional science and urban economics, 43(2), 282-295</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.regsciurbeco.2012.07.007,2,104,152,15,1.2737,2013,15,1.2737
256,bulkeley (2013),,"<table><tr><td>Authors:</td><td>bulkeley, h; hodson, m; marvin, s</td></tr><tr><td>Title:</td><td>the intermediary organisation of low carbon cities: a comparative analysis of transitions in greater london and greater manchester</td></tr><tr><td>Source:</td><td>urban studies, 50(7), 1403-1422</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1177/0042098013480967,4,114,216,15,1.2737,2013,15,1.2737
257,antoniou (2013),,"<table><tr><td>Authors:</td><td>antoniou, c; efthymiou, d</td></tr><tr><td>Title:</td><td>how do transport infrastructure and policies affect house prices and rents? evidence from athens, greece</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 52, 1-22</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2013.04.002,3,60,140,13,1.1039,2013,13,1.1039
259,gross (2013),,"<table><tr><td>Authors:</td><td>gross, n; heeren, n; jakob, m; martius, g; wallbaum, h</td></tr><tr><td>Title:</td><td>a component based bottom-up building stock model for comprehensive environmental impact assessment and target control</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 20, 45-56</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.rser.2012.11.064,1,121,169,17,1.4436,2013,17,1.4436
260,carrasco (2013),,"<table><tr><td>Authors:</td><td>carrasco, ja; paez, a; whalen, ke</td></tr><tr><td>Title:</td><td>mode choice of university students commuting to school and the role of active travel</td></tr><tr><td>Source:</td><td>journal of transport geography, 31, 132-142</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.jtrangeo.2013.06.008,5,178,258,33,2.8022,2013,33,2.8022
261,khan (2013),,"<table><tr><td>Authors:</td><td>khan, j</td></tr><tr><td>Title:</td><td>what role for network governance in urban low carbon transitions?</td></tr><tr><td>Source:</td><td>journal of cleaner production, 50, 133-139</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2012.11.045,4,99,217,23,1.9531,2013,23,1.9531
267,gee (2013),,"<table><tr><td>Authors:</td><td>gee, s; uyarra, e</td></tr><tr><td>Title:</td><td>transforming urban waste into sustainable material and energy usage: the case of greater manchester (uk)</td></tr><tr><td>Source:</td><td>journal of cleaner production, 50, 101-110</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2012.11.046,4,85,179,19,1.6134,2013,19,1.6134
270,king (2013),,"<table><tr><td>Authors:</td><td>king, d; manville, m</td></tr><tr><td>Title:</td><td>credible commitment and congestion pricing</td></tr><tr><td>Source:</td><td>transportation, 40(2), 229-249</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1007/s11116-012-9430-9,2,101,195,11,0.9341,2013,11,0.9341
272,arushanyan (2013),,"<table><tr><td>Authors:</td><td>arushanyan, y; bisaillon, m; bjorklund, a; ekvall, t; eriksson, o; finnveden, g; forsfalt, t; guath, m; henriksson, g; ostling, ug; sahlin, j; soderholm, p; soderman, ml; stenmarck, a; sundberg, j; sundqvist, jo; svenfelt, a</td></tr><tr><td>Title:</td><td>policy instruments towards a sustainable waste management</td></tr><tr><td>Source:</td><td>sustainability, 5(3), 841-881</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.3390/su5030841,6,65,87,18,1.5285,2013,18,1.5285
